title,release_date,platform,category,imdb_id,imdb_url,imdb_title,imdb_year,imdb_plot,imdb_director,imdb_actors,imdb_rating,imdb_poster,last_updated
Raani,16 Dec 2022,Aha,Film,tt11924162,https://www.imdb.com/title/tt11924162/,Raani,2021,"A story of a girl who has a happy childhood but circumstances trap her into prostitution. How her life changes to prostitution and what helps here get out of it, is the story of this film.",Raghavendra Kathare,"Rajsekhar Aningi, Darbha Appaji Ambarisha, Sujatha Gosukonda",8.2,https://m.media-amazon.com/images/M/MV5BZDEzMTZjMDAtZTQ0Yy00N2RlLThlMjYtODAwZGE0MDE0MGFiXkEyXkFqcGdeQXVyMzAzMzkzNTU@._V1_SX300.jpg,2024-10-15T23:52:17.096309
Jagamemaya,15 Dec 2022,Disney+ Hotstar,Film,tt24074940,https://www.imdb.com/title/tt24074940/,Jagamemaya,2022,A swindler tricks a widow into a marriage to settle for life but soon realizes that he is the one who got tricked and the wife is not who she seems and holds dark secrets.,Sunil Puppala,"Teja Ainampudi, Teja Ainampudi, Dhanya Balakrishna",N/A,https://m.media-amazon.com/images/M/MV5BZTA0Yjg5OTUtYzk4NC00OTQ1LWFiMTMtMDg2OGI0ZjVhMTFkXkEyXkFqcGdeQXVyMTQ2NTg1MzAz._V1_SX300.jpg,2024-10-15T23:52:17.333994
Yashoda,09 Dec 2022,Prime Video,Film,tt15710136,https://www.imdb.com/title/tt15710136/,Yashoda,2022,"In a highly regimented facility housing surrogate mothers, a pregnant woman discovers that things are not as they seem.","Harish Narayan, K. Hari Shankar","Samantha Ruth Prabhu, Unni Mukundan, Varalaxmi Sarathkumar",6.5,https://m.media-amazon.com/images/M/MV5BZWIwOTdiYjQtOTcwZS00OWE3LWI4ZGYtMDcwMTgxMWIzOTI1XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg,2024-10-15T23:52:17.584944
Urvasivo Rakshasivo,09 Dec 2022,Aha & Netflix,Film,tt22410680,https://www.imdb.com/title/tt22410680/,Urvasivo Rakshasivo,2022,A modern take on urban relationships.,Rakesh Sashi,"Allu Sirish, Anu Emmanuel, Vennela Kishore",5.8,https://m.media-amazon.com/images/M/MV5BYWYxZTlkZjItNTEwMi00YmQzLWIzN2YtMmQ2MjhiYWEyOTY0XkEyXkFqcGdeQXVyMTU2NDkwOTAw._V1_SX300.jpg,2024-10-15T23:52:17.825974
Macherla Niyojakavargam,09 Dec 2022,ZEE5,Film,tt15415976,https://www.imdb.com/title/tt15415976/,Macherla Niyojakavargam,2022,"Siddhartha Reddy gets a posting as a district collector for the Guntur district in Andhra Pradesh. There he goes against Rajappa, a local rowdy and politician.",S.R. Shekhar,"Nithiin, Krithi Shetty, Catherine Tresa",4.5,https://m.media-amazon.com/images/M/MV5BY2YzOTkxZTAtZjc1Zi00Njk1LTg5ZTktNDc0MjI3ZWFlZTc3XkEyXkFqcGdeQXVyMTUzOTcyODA5._V1_SX300.jpg,2024-10-15T23:52:18.094721
Like Share Subscribe,09 Dec 2022,SonyLIV,Film,tt22179702,https://www.imdb.com/title/tt22179702/,"Like, Share & Subscribe",2022,Two travel bloggers end up in Araku to shoot some exciting footage - but what happens when they find themselves in the midst of rising tensions between the naxals and the police?,Merlapaka Gandhi,"Faria Abdullah, Brahmaji, Mime Gopi",5.2,https://m.media-amazon.com/images/M/MV5BMGFjNDkxMzgtMTEyNS00MzU0LTljZWMtZGQzYmQ5M2E4ZmIyXkEyXkFqcGdeQXVyMTY0NzczOTg@._V1_SX300.jpg,2024-10-15T23:52:18.349048
Thaggedhele,08 Dec 2022,Prime Video,Film,,,,,,,,,,
Ginna,02 Dec 2022,Prime Video,Film,tt21042588,https://www.imdb.com/title/tt21042588/,Ginna,2022,"In the backdrop of a small town, four childhood friends lead by Ginna who runs a tent house for his livelihood. Will Ginna reach his goal in the game of love and friendship?",Eeshaan Suryaah,"Vishnu Manchu, Payal Rajput, Sunny Leone",4.4,https://m.media-amazon.com/images/M/MV5BN2QyZWI0ODEtYmRlZi00ZjU1LTkxMWMtMzgxNjliYTlmYzI2XkEyXkFqcGdeQXVyMTU3MjE0Mzgy._V1_SX300.jpg,2024-10-15T23:52:18.876433
Crazy Fellow,02 Dec 2022,Aha,Film,tt18377922,https://www.imdb.com/title/tt18377922/,Crazy Fellow,2022,"Abhiram makes a profile on a dating app in hopes of meeting a girl, he falls for a complete stranger without even meeting her. Small misunderstandings and quirks of fate snowball his love story into something more than what he pre...",Phani Krishna,"Digangana Suryavanshi, Aadi, Alex",6.2,https://m.media-amazon.com/images/M/MV5BODk3OTI2NTEtOTE0YS00YWVlLTg3YjUtNjEwMWE0MTAwYjA5XkEyXkFqcGdeQXVyMTUzMzg4OTMz._V1_SX300.jpg,2024-10-15T23:52:19.144963
Aakasham,02 Dec 2022,Netflix,Film,tt1034377,https://www.imdb.com/title/tt1034377/,Aakasham,2007,N/A,Sundardas,"Harisree Ashokan, Jyothirmayi, Innocent",N/A,https://m.media-amazon.com/images/M/MV5BNDlhMTczNTItNWU3Yi00ODFmLWJhZmUtOTk0MGE2ODU0ZDFkXkEyXkFqcGdeQXVyMTMzMjUyNA@@._V1_SX300.jpg,2024-10-15T23:52:19.294453
Dharmapuri,02 Dec 2022,Aha,Film,tt8938974,https://www.imdb.com/title/tt8938974/,Dharmapuri,2006,"A rich landlord forces Sivaram's father, an honest hardworking man, to leave the village. However, years later, the villagers beg Sivaraman to save them from the cruel landlord and his sons.",Perarasu,"M.S. Bhaskar, Bosskey, Nanditha Jennifer",5.3,https://m.media-amazon.com/images/M/MV5BMjdjNWRlMDUtZjUzYi00OTM0LTkxNDgtNGVmZmFmYzRjZDU1XkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_SX300.jpg,2024-10-15T23:52:19.451684
Monster (Telugu),02 Dec 2022,Disney+ Hotstar,Film,,,,,,,,,,
Repeat,01 Dec 2022,Disney+ Hotstar,Film,tt11563364,https://www.imdb.com/title/tt11563364/,Repeat,2021,"A cognitive psychologist's experiment allows communication with the afterlife. His daughter's peril forces him to use his discovery, despite risks, to uncover the truth and save her.","Grant Archer, Richard Miller","Charlotte Ritchie, Nina Wadia, Gavin Fowler",5.4,https://m.media-amazon.com/images/M/MV5BMjUyZjIzZGUtNDU1Zi00Y2JjLWIxYTctMDM5Y2FjMzAwZDBjXkEyXkFqcGdeQXVyMjA1ODA5MDU@._V1_SX300.jpg,2024-10-15T23:52:19.966256
Prince,25 Nov 2022,Disney+ Hotstar,Film,tt15576578,https://www.imdb.com/title/tt15576578/,Prince,2022,"A teacher falls in love with a young British woman who works as an English teacher at the same school. He tries to woo her, leads conflicts that come crashing on them as they face the biggest battle of their lives - to get married.",Anudeep K.V.,"Premgi Amaren, Anandraj, Finally Bharath",4.4,https://m.media-amazon.com/images/M/MV5BZDhhMzk4OTgtM2ZkYS00NjNkLTk2ZWQtOTNiMjk1YWNmOWM1XkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:52:20.217891
Student Of The Year,25 Nov 2022,Aha,Film,tt2172071,https://www.imdb.com/title/tt2172071/,Student of the Year,2012,Several alumni reminisce about their final year at St. Theresa's College and the events that shaped their lives.,"Karan Johar, Abhishek Varman","Alia Bhatt, Sidharth Malhotra, Varun Dhawan",5.3,https://m.media-amazon.com/images/M/MV5BZjMxY2M4YWQtMGU1OS00NDNmLTgyZTctY2ExZmMyOGE1ZTcxXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:52:20.502569
Meet Cute,25 Nov 2022,SonyLIV,Series,tt14900738,https://www.imdb.com/title/tt14900738/,Meet Cute,2022,"What would you do if you could travel to your loved ones' past, heal their traumas, fix their problems, and change them into the perfect partner?",Alex Lehmann,"Kaley Cuoco, Pete Davidson, Kevin Corrigan",5.7,https://m.media-amazon.com/images/M/MV5BYWIxNDIwYzMtOWYyOC00MDE3LWE2YmQtNGY2YTVkMjBjOGYzXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:52:20.764255
Kantara (Telugu),24 Nov 2022,Prime Video,Film,,,,,,,,,,
Godfather,19 Nov 2022,Netflix,Film,tt13130308,https://www.imdb.com/title/tt13130308/,Godfather,2022,"A political leader's death leads to a power struggle. Amid corruption, greed and deceit, an unlikely opponent steps up.",Mohan Raja,"Chiranjeevi, Salman Khan, Nayanthara",5.2,https://m.media-amazon.com/images/M/MV5BYmIxMjM2N2MtYjJiMC00NDNmLWExMDEtZjYyYjIyNjMzMDEwXkEyXkFqcGdeQXVyOTI3MzI4MzA@._V1_SX300.jpg,2024-10-15T23:52:21.289892
Dejavu (Telugu),18 Nov 2022,Prime Video,Film,,,,,,,,,,
Sardar,18 Nov 2022,Aha,Film,tt14526318,https://www.imdb.com/title/tt14526318/,Sardar,2022,"A spy, who is estranged from his family due to a mission, suddenly meets his police officer son.",P.S. Mithran,"Karthi, Raashi Khanna, Rajeev Anand",7.5,https://m.media-amazon.com/images/M/MV5BOTExYTczNGQtN2M2Yy00MDcwLTljOGItZGRmMGI2MzM0MmIzXkEyXkFqcGdeQXVyMTUwMDg3OTQy._V1_SX300.jpg,2024-10-15T23:52:21.794271
Iravatham,17 Nov 2022,Disney+ Hotstar,Film,tt16078152,https://www.imdb.com/title/tt16078152/,Iravatham,2022,IRAVATHAM is a white elephant who carries the deity Indra. This story is related to a white camera the same as IRAVATHAM.,Suhaas Meera,"Amardeep Chowdary, Arun Jaanu, Tanvi Negi",6.2,https://m.media-amazon.com/images/M/MV5BYzI4NTcxMmMtMDBlYi00YjRjLWJlZDUtZDhlMjU4YWEwZTY0XkEyXkFqcGdeQXVyMTQ5MDM3NTY1._V1_SX300.jpg,2024-10-15T23:52:22.044450
Aha Naa Pellanta,17 Nov 2022,ZEE5,Series,tt0249336,https://www.imdb.com/title/tt0249336/,Aha Naa Pellanta,1987,Krishnamurthy (Rajendra Prasad) is the only son of industrialist Satyanarayana (Nutan Prasad). He wants his son to get married to a girl whom he has chosen because of his bitter experience with love marriage. Before selecting the ...,Jandhyala,"Rajendra Prasad, Rajani, Nuthan Prasad",9.0,https://m.media-amazon.com/images/M/MV5BOWNjZDA4OTctYTVlMy00MjJjLTlhYTgtMTIxYzhiMTRhNjVhXkEyXkFqcGdeQXVyMTk5OTczODY@._V1_SX300.jpg,2024-10-15T23:52:22.291869
Ori Devuda,11 Nov 2022,Aha,Film,tt22486094,https://www.imdb.com/title/tt22486094/,Ori Devuda,2022,Arjun marries his best friend anu and regrets for the rest of his life for the decision he made until he gets a golden ticket from a mysterious man to correct his mistake.,Ashwath Marimuthu,"Vishwak Sen, Mithila Palkar, Asha Bhat",7.2,https://m.media-amazon.com/images/M/MV5BY2Q5ZGU2MGUtOWZlMS00OTUwLWIyYjAtOGFkZTM3MDc2MWY5XkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_SX300.jpg,2024-10-15T23:52:22.539126
Ponniyin Selvan Part 1,04 Nov 2022,Prime Video,Film,,,,,,,,,,
Geetha,04 Nov 2022,Aha,Film,tt9614772,https://www.imdb.com/title/tt9614772/,Geetha,2019,"Akash, a software professional who comes from a broken home, is a cynical younger who does not really believe in the idea of love. But when he learns about his father's past and encounters love in close proximity in his life, does...",Vijay Naagendra,"Ganesh, Shanvi Srivastava, Parvathy Arun",6.0,https://m.media-amazon.com/images/M/MV5BMTYwZDJlMzEtNWE2My00NzFjLThkNWQtNTI4M2JmODFmYmU0XkEyXkFqcGdeQXVyNjY0OTkzMjk@._V1_SX300.jpg,2024-10-15T23:52:23.054021
Brahmastra (Telugu),04 Nov 2022,Disney+ Hotstar,Film,,,,,,,,,,
The Ghost,02 Nov 2022,Netflix,Film,tt15309632,https://www.imdb.com/title/tt15309632/,The Ghost,2022,"An ex-Interpol officer wreaks havoc and sends shock waves across the global underworld but goes missing in action, only to remerge years later, for his beloved family.",Praveen Sattaru,"Nagarjuna Akkineni, Sonal Chauhan, Gul Panag",5.2,https://m.media-amazon.com/images/M/MV5BMDc4MWQ0YjctMmYzYy00Zjg3LTk3ODctYzU0MTU3MjRlOTVkXkEyXkFqcGdeQXVyOTI3MzI4MzA@._V1_SX300.jpg,2024-10-15T23:52:23.566273
Parugo Parugu,29 October 2022,Sun NXT,Film,tt0281039,https://www.imdb.com/title/tt0281039/,Parugo Parugu,1993,N/A,Narasimha Rao Relangi,"Rajendra Prasad, Shruti, Ananth",6.8,N/A,2024-10-15T23:52:23.845871
Andharu Bagundali Andhulo Nenundali,28 October 2022,Aha,Film,,,,,,,,,,
Nene Vasthunna,27 October 2022,Prime Video,Film,,,,,,,,,,
Swathi Muthyam,24 October 2022,Aha,Film,tt0090109,https://www.imdb.com/title/tt0090109/,Swathi Muthyam,1986,"The story is of mentally slow man, whose life is recapped to his grand-daughter. How he meets his wife (who was a widow), earns his living and fights the injustice he and his wife face.",K. Viswanath,"Kamal Haasan, Radhika Sarathkumar, Allu Arjun",8.5,https://m.media-amazon.com/images/M/MV5BYzJkZjIyM2ItODIxZS00YzNjLWJiOTctMzQ2YTNkODdkZjdkXkEyXkFqcGdeQXVyODEzOTQwNTY@._V1_SX300.jpg,2024-10-15T23:52:24.927715
Krishna Vrinda Vihari,23 October 2022,Netflix,Film,tt19893706,https://www.imdb.com/title/tt19893706/,Krishna Vrinda Vihari,2022,Krishna Vrinda Vihari is a romantic family entertainer about a man from an orthodox family who falls in love with a girl and his efforts to convince his parents to marry her.,Aneesh Krishna,"Naga Shaurya, Shirley Setia, Amitash Pradhan",5.8,https://m.media-amazon.com/images/M/MV5BODRjNzA5NTktMDM2YS00YzhlLWIyMTMtNDNiOGYwZTk4ZjYzXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:52:25.182822
KaviSamrat,22 October 2022,Aha,Film,tt16975682,https://www.imdb.com/title/tt16975682/,Kavisamrat,2022,Biography of Viswandha Satyanarayna. A Telugu Poet who ruled telugu literary world for five decades from 1920 to 1970,Savithcchandra,"Ananth, Backagaindancer, Krishna Manjusha C",8.3,https://m.media-amazon.com/images/M/MV5BNGIzNWI0OTctYmVlNS00ODNmLTkxOWYtMWIxYmI2NTRkMDEwXkEyXkFqcGdeQXVyMTMzNzA4MTMx._V1_SX300.jpg,2024-10-15T23:52:25.760835
Bimbisara,21 October 2022,ZEE5,Film,tt14915198,https://www.imdb.com/title/tt14915198/,Bimbisara,2022,The protagonist time travels from his kingdom to the present world. How and why does he do it?,Mallidi Vasishta,"Nandamuri Kalyan Ram, Samyuktha Menon, Catherine Tresa",6.8,https://m.media-amazon.com/images/M/MV5BMzBkNjBjYjMtODNjMi00NzA1LWJkYTYtYzg0ODU4ZTE1ZDFiXkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_SX300.jpg,2024-10-15T23:52:26.001516
Kapatanataka Suthradhaari,21 October 2022,Aha,Film,,,,,,,,,,
Oke Oka Jeevitham,20 October 2022,SonyLIV,Film,tt14989778,https://www.imdb.com/title/tt14989778/,Oke Oka Jeevitham,2022,"To set their present right, Aadhi and his friends decide to take a ride with time to set their past right through a scientist. But time had other plans for them.","Shree Karthick, Shreekarthick","Sathish, Ramesh Thilak, Hitesh S. Bharadwaaj",7.8,https://m.media-amazon.com/images/M/MV5BY2VmYmJhZTktYTAwNS00M2VmLTk2NDgtMmJiZTQ0ODU5Y2M1XkEyXkFqcGdeQXVyOTUxNDE5Nzk@._V1_SX300.jpg,2024-10-15T23:52:26.416446
Ammu,19 October 2022,Prime Video,Film,tt19864926,https://www.imdb.com/title/tt19864926/,Ammu,2022,A woman takes desperate measures in an attempt to get her abusive husband suspended from police duty.,Charukesh Sekar,"Aishwarya Lekshmi, Naveen Chandra, Bobby Simha",6.7,https://m.media-amazon.com/images/M/MV5BNzdjNGE0N2UtODc5MC00MzgyLThlZDUtYTc3ZmU5MmJhYmE2XkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:52:26.661766
Nenu Meeku Baaga Kavalsinavadini,13 October 2022,Aha,Film,,,,,,,,,,
Alluri,07 October 2022,Aha,Film,tt21287752,https://www.imdb.com/title/tt21287752/,Alluri,2022,Follows a sincere police officer and his journey through various phases of his life.,Pradeep Varma,"Tanikella Bharani, Kayadu Lohar, Madhusudhan Rao",5.6,https://m.media-amazon.com/images/M/MV5BYzRmYjI3NTctYWRiZS00OGFiLWIyYmUtOTYwNmYyZGNmNTE1XkEyXkFqcGdeQXVyMTU2NDkwOTAw._V1_SX300.jpg,2024-10-15T23:52:27.161635
Dongalunnaru Jaagratha,07 October 2022,Netflix,Film,,,,,,,,,,
Laal Singh Chaddha (Telugu),06 October 2022,Netflix,Film,,,,,,,,,,
Karthikeya 2,05 October 2022,ZEE5,Film,tt13664684,https://www.imdb.com/title/tt13664684/,Karthikeya 2,2022,"A sequel to Karthikeya (2014), which deals with the personal problems of Karthikeya and how his pursuit of the truth leads him to find out the power of Indian ancient system and Tatva of Lord Sri Krishna.",Chandoo Mondeti,"Nikhil Siddharth, Anupama Parameswaran, Srinivasa Reddy",7.9,https://m.media-amazon.com/images/M/MV5BMzFhZTE0NDAtMWNiYy00NDEwLWJkODctZWExZmIwZmM2ZjM5XkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_SX300.jpg,2024-10-15T23:52:27.909965
Darja,05 October 2022,Aha,Film,tt15840614,https://www.imdb.com/title/tt15840614/,Darja,2022,Kanchu Kanakam is a brand ambassador for all the Vaivaka crimes happening in Vaivaka. ACP Paidipati Siva Sankar tries to spoil Kanakam's plans and also investigates Ganesh's murder.,Saleem Malik,"Anasuya Bharadwaj, Sunil, Aamani",6.5,https://m.media-amazon.com/images/M/MV5BNjQ3OTVlOGUtM2VmNy00ZGIyLWJhYWYtZDFmODUyMDk3NDcxXkEyXkFqcGdeQXVyOTc2MTgwNjY@._V1_SX300.jpg,2024-10-15T23:52:28.151008
Uniki,05 October 2022,Aha,Film,tt16987436,https://www.imdb.com/title/tt16987436/,Uniki,2022,"IAS officer Subha fights corruption, survives attack, teams with cop Abhi. They expose evil network, face danger, win justice and change region.",Rajkumar Bobby,"Chitra Shukla, Ashish Gandhi, Darbha Appaji Ambarisha",3.5,https://m.media-amazon.com/images/M/MV5BNjM2NDdlZDAtODU3YS00YTAxLTliMDAtM2FkNzVlZjZhY2M5XkEyXkFqcGdeQXVyMjA1MTA3MjY@._V1_SX300.jpg,2024-10-15T23:52:28.386610
Aa Ammayi Gurinchi Meeku Cheppali,04 October 2022,Prime Video,Film,tt14598646,https://www.imdb.com/title/tt14598646/,Aa Ammayi Gurinchi Meeku Cheppali,2022,"Naveen believes that the audience are brainless sheep who deserve to be fed low-quality fodder. While preparing for his next feature, Naveen stumbles upon some footage from a long-abandoned film. Can he convince Alekhya to act in ...",Mohana Krishna Indraganti,"Srinivas Avasarala, Aruna Bhikshu, Ravinder Bommakanti",6.3,https://m.media-amazon.com/images/M/MV5BMzE0ZjUxNTgtNjM1MS00NGM1LWE4OGQtN2JmMGY0NWI1ZDIyXkEyXkFqcGdeQXVyMTE2NTYzNTQy._V1_SX300.jpg,2024-10-15T23:52:28.629961
Ranga Ranga Vaibhavanga,02 October 2022,Netflix,Film,tt15509564,https://www.imdb.com/title/tt15509564/,Ranga Ranga Vaibhavanga,2022,"Two childhood buddies develop a dislike for each other after an event, which continues even after they become adults. When they enroll in the same medical college, they decide to patch up and gradually develop fondness for each ot...",Gireesaaya,"Mohammad Ali, Naveen Chandra, Shobhita Rana",5.4,https://m.media-amazon.com/images/M/MV5BNDcwMDQzNTQtZDJhMi00ZTFmLWE1OWQtNTllNjc1YjhiMmY3XkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:52:28.799447
Chor Bazaar,01 October 2022,Aha,Film,tt15654292,https://www.imdb.com/title/tt15654292/,Chor Bazaar,2022,"Bachchan Saab (Akash Puri) steals tires and other petty material and is in love with a mute girl Simran (Gehena) of the same area - Chor Bazaar, which is infamous for stolen material. A stolen diamond from Hyderabad's museum lands...",B. Jeevan Reddy,"Gehna Sippy, Namrita Malla, Bhanu Prakash",3.9,https://m.media-amazon.com/images/M/MV5BNzVhOTRiMzAtYWZkZi00MTVkLTk5ZGUtOGUxNDgzNTM2YzNiXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:52:29.054686
Saakini Daakini,30 Sep 2022,Netflix,Film,tt12874984,https://www.imdb.com/title/tt12874984/,Saakini Daakini,2022,"Two police trainees witness the kidnapping of a girl one night on their way home. Unable to get help from the local police and determined to rescue the girl, they set out on their own amateur investigation.",Sudheer Varma,"Regina Cassandra, Nivetha Thomas, Lahari Shari",6.0,https://m.media-amazon.com/images/M/MV5BYzg2NTYwNmEtYmEyNC00YzY0LWI2OGQtYTg3ZDUzNzIxNjlmXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:52:29.211476
Pasalapoodi Veerababu,30 Sep 2022,Prime Video,Film,,,,,,,,,,
777 Charlie  (Telugu),30 Sep 2022,Prime Video,Film,,,,,,,,,,
Reyiki  Veyikallu,30 Sep 2022,Aha,Film,,,,,,,,,,
Captain,30 Sep 2022,ZEE5,Film,tt1843866,https://www.imdb.com/title/tt1843866/,Captain America: The Winter Soldier,2014,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.","Anthony Russo, Joe Russo","Chris Evans, Samuel L. Jackson, Scarlett Johansson",7.7,https://m.media-amazon.com/images/M/MV5BNWY1NjFmNDItZDhmOC00NjI1LWE0ZDItMTM0MjBjZThiOTQ2XkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:52:30.115093
Cobra (Telugu),28 Sep 2022,SonyLIV,Film,,,,,,,,,,
Bujji Ila Raa,28 Sep 2022,Prime Video,Film,tt21626274,https://www.imdb.com/title/tt21626274/,Bujji Ila Raa,2022,"Brutal kidnappings and murders of 8-year-old girls poses a tough challenge for the Warangal Police Department. After the investigating officer meets with an accident, Muhammad Khayyum is appointed. Can he solve the murders?",Anji,"Akella, Surya Ale, Ananth",6.7,https://m.media-amazon.com/images/M/MV5BNzlmYWQ2YTgtM2NjZS00ZTcyLWI4OGUtMzdjYjg2NjkyMGUyXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:52:30.635667
Thiru,23 Sep 2022,Sun NXT,Film,tt12916108,https://www.imdb.com/title/tt12916108/,Thiru,2018,,Karthick Sivan,"Kushi Nair .S.R., Mohamed Dawood, Karthick Sivan",N/A,N/A,2024-10-15T23:52:30.882806
Kalapuram,23 Sep 2022,ZEE5,Film,tt21600708,https://www.imdb.com/title/tt21600708/,Kalapuram,2022,,Karuna Kumar,"Sanchitha Poonacha, Kaashima Rafi, Satyam Rajesh",6.8,https://m.media-amazon.com/images/M/MV5BYWRmOTdlN2MtODNkZi00OTgwLTg3NTItNmNhYjJkMzc2YzQ2XkEyXkFqcGdeQXVyMTU0ODI1NTA2._V1_SX300.jpg,2024-10-15T23:52:31.128391
First Day First Show,23 Sep 2022,Aha,Film,tt21289480,https://www.imdb.com/title/tt21289480/,First Day First Show,2022,"Seenu, a 18 year old student who is known as a crazy Pawan Kalyan Fan. His crush Laya asks him to get her the tickets for the movie Kushi first day first show, and promises to watch the show with him. Will he get the tickets?","Vamshidhar Goud, LakshmiNarayana Puttamchetty","Mahesh Achanta, Kundan Alexzed, Sanchita Basu",4.9,https://m.media-amazon.com/images/M/MV5BYWIxNTAxYzItMzEyNC00MjlhLWI4NDgtM2U4Y2IzNTFiYmJiXkEyXkFqcGdeQXVyNjczNjU4NTY@._V1_SX300.jpg,2024-10-15T23:52:31.474520
Liger,22 Sep 2022,Disney+ Hotstar,Film,tt4435072,https://www.imdb.com/title/tt4435072/,Liger,2022,"A story about martial arts, dreams and star crossed lovers. Liger is an MMA fighter who trains hard and rises up the ranks with one goal in mind, to fight like his idol, world renowned MMA fighter Mark Anderson and get noticed by ...",Puri Jagannadh,"Mike Tyson, Ananya Panday, Vijay Deverakonda",2.6,https://m.media-amazon.com/images/M/MV5BOGFjYjFhMGUtZDE3Mi00OGE0LWI4YjUtZmRhZGEyYzliMWJmXkEyXkFqcGdeQXVyMTUzOTcyODA5._V1_SX300.jpg,2024-10-15T23:52:31.838251
